function,dimension,algorithm,best_y,total_time,total_sample,first_reach_sample,timeout_reached
michalewicz,50,shgo,inf,600.191264629364,0,0,True
michalewicz,50,shgo,inf,600.1916155815125,0,0,True
michalewicz,50,shgo,inf,600.1924340724945,0,0,True
michalewicz,50,shgo,inf,600.1925857067108,0,0,True
michalewicz,50,simulated_annealing,-49.541072845458984,14.806581974029541,100001,99152,False
michalewicz,50,simulated_annealing,-49.52931594848633,19.856969833374023,100001,99980,False
michalewicz,50,simulated_annealing,-49.527992248535156,14.623480081558228,100001,97688,False
michalewicz,50,simulated_annealing,-49.50182342529297,22.863593339920044,100001,99994,False
michalewicz,50,simulated_annealing,-49.50147247314453,14.538187742233276,100001,99992,False
michalewicz,100,basinhopping,-15.400550842285156,501.9332752227783,2802395,1700,False
michalewicz,100,basinhopping,-15.02886962890625,563.9818780422211,3288411,528,False
michalewicz,100,basinhopping,-14.880086898803711,580.9438366889954,2790366,118257,False
michalewicz,100,basinhopping,-14.529447555541992,527.8785967826843,3157676,136854,False
michalewicz,100,basinhopping,-13.633747100830078,418.4755029678345,2831750,188569,False
michalewicz,100,differential_evolution,-31.386707305908203,431.15928840637207,1502712,1502611,False
michalewicz,100,differential_evolution,-31.134809494018555,370.37274956703186,1505540,1502197,False
michalewicz,100,differential_evolution,-31.09940528869629,1101.6551678180695,1505843,1505742,False
