solver,algorithm,dimension,hidden_size,nn_fname,seed,x,obj_val,time_elapsed,timeout_reached
scipy,shgo,10,16,nn_one_layer_levy_10_16,4,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",-6.386991500854492,238.7244894504547,False
scipy,basinhopping,10,16,nn_one_layer_michalewicz_10_16,0,"[1.9188787551141893, 5.978746546129928, 2.088452037621053, 1.3244600544153418, -0.02452787030709913, 2.045664529069013, -1.7907510129406405, 0.2770260805448416, -2.206243051457287, 2.6148419262484457]",-6.243684768676758,6.1488072872161865,False
scipy,basinhopping,10,16,nn_one_layer_michalewicz_10_16,1,"[2.3405560283425397, 1.6493547647856537, 0.24425055240315818, 2.681867292959618, 1.285022717731865, 1.0929480423915487, 0.7942834104701267, 2.3838450322959277, 1.0071446131029191, 4.268094956647467]",-1.720392107963562,8.713753461837769,False
scipy,basinhopping,10,16,nn_one_layer_michalewicz_10_16,2,"[0.4637665704792573, 3.766672445422415, 0.207664914785125, 1.6553856021776963, 0.7185675966497655, 1.1863114245418858, -0.6443555521741442, -0.41831522126911297, -0.19614184898138165, 0.7080763797782545]",-1.8871487379074097,7.1875011920928955,False
scipy,basinhopping,10,16,nn_one_layer_michalewicz_10_16,3,"[0.0055532263801758575, 9.277560568744946, 0.13699164469313707, 2.8139316877770533, -1.4969085205760444, 2.6816881598002325, 0.9685244464067244, 1.4464847760219919, 1.4953538066925465, 0.5576309235243182]",-12.800858497619629,6.872830867767334,False
scipy,basinhopping,10,16,nn_one_layer_michalewicz_10_16,4,"[1.1501583474762995, 1.4710263721962846, 4.77265996184897, 0.7865289805324337, 1.0434962530903467, 2.2636990444911533, 1.5999736746469235, 1.4088008836650214, 3.2176371020580663, 1.9969368713940834]",-1.6786588430404663,9.666061639785767,False
scipy,differential_evolution,10,16,nn_one_layer_michalewicz_10_16,0,"[2.1362708306452594, 1.642955661374043, 1.3312072747574375, 1.0877478955167357, 1.0204761908223237, 1.0751628631201084, 0.9336035729479085, 0.9022561204094864, 0.796457427663725, 1.4128772365843725]",-3.1972737312316895,12.813834190368652,False
scipy,differential_evolution,10,16,nn_one_layer_michalewicz_10_16,1,"[2.1224211071590764, 1.6247191263247442, 1.3347620627256072, 1.121210660923012, 1.0341830366402052, 0.9037787879751127, 0.9681280258090399, 0.894398810108758, 0.7426961944997511, 1.570290124841505]",-3.2120680809020996,12.730833053588867,False
scipy,differential_evolution,10,16,nn_one_layer_michalewicz_10_16,2,"[2.1238798190624624, 1.6412097052949848, 1.3385076102439084, 1.0910164984990807, 1.008621732692954, 0.917107156384643, 0.9421027834456948, 0.9010932504239929, 0.7553803065627246, 1.5008199906854498]",-3.2135181427001953,14.990302085876465,False
scipy,differential_evolution,10,16,nn_one_layer_michalewicz_10_16,3,"[2.133555059883261, 1.643012366547608, 1.340996019113647, 1.1217621375201812, 1.037824379063498, 0.9411483449080075, 0.8878606663673926, 0.9020234161230052, 0.9763803152668975, 1.580533387295988]",-3.2004103660583496,12.228018522262573,False
scipy,differential_evolution,10,16,nn_one_layer_michalewicz_10_16,4,"[2.126386301034195, 1.6492884961630925, 1.344580930004092, 1.178084073808259, 1.0145016184462392, 1.0286443863562376, 1.011513252717362, 0.775024004009891, 0.7435274915916912, 1.4872973281114517]",-3.1963024139404297,10.01102876663208,False
scipy,direct,10,16,nn_one_layer_michalewicz_10_16,0,"[2.1525727441263394, 1.6095814212836597, 3.0834150118566486, 1.105375192929742, 1.066590098440979, 1.066590098440979, 1.105375192929742, 1.105375192929742, 1.105375192929742, 1.415655948839845]",-2.7564425468444824,2.910545587539673,False
scipy,direct,10,16,nn_one_layer_michalewicz_10_16,1,"[2.1525727441263394, 1.6095814212836597, 3.0834150118566486, 1.105375192929742, 1.066590098440979, 1.066590098440979, 1.105375192929742, 1.105375192929742, 1.105375192929742, 1.415655948839845]",-2.7564425468444824,2.9519684314727783,False
scipy,direct,10,16,nn_one_layer_michalewicz_10_16,2,"[2.1525727441263394, 1.6095814212836597, 3.0834150118566486, 1.105375192929742, 1.066590098440979, 1.066590098440979, 1.105375192929742, 1.105375192929742, 1.105375192929742, 1.415655948839845]",-2.7564425468444824,2.967432975769043,False
scipy,direct,10,16,nn_one_layer_michalewicz_10_16,3,"[2.1525727441263394, 1.6095814212836597, 3.0834150118566486, 1.105375192929742, 1.066590098440979, 1.066590098440979, 1.105375192929742, 1.105375192929742, 1.105375192929742, 1.415655948839845]",-2.7564425468444824,2.9415788650512695,False
scipy,direct,10,16,nn_one_layer_michalewicz_10_16,4,"[2.1525727441263394, 1.6095814212836597, 3.0834150118566486, 1.105375192929742, 1.066590098440979, 1.066590098440979, 1.105375192929742, 1.105375192929742, 1.105375192929742, 1.415655948839845]",-2.7564425468444824,2.9408175945281982,False
scipy,dual_annealing,10,16,nn_one_layer_michalewicz_10_16,0,"[2.121687105083165, 1.6472472002529273, 1.340213208009784, 1.0954269022983887, 1.037047262532095, 0.8926176032455331, 0.8332544560349144, 0.770870492546881, 0.7406735965266167, 1.396454530988172]",-3.2625255584716797,47.90518140792847,False
scipy,dual_annealing,10,16,nn_one_layer_michalewicz_10_16,1,"[2.121758980826135, 1.647355192509447, 1.340467496110092, 1.0949096495185362, 1.0369438684645758, 0.8924970669473584, 0.8332780445406476, 0.7708207057377194, 0.7408236852376637, 1.3961589164399042]",-3.2626285552978516,48.85615658760071,False
scipy,dual_annealing,10,16,nn_one_layer_michalewicz_10_16,2,"[2.1217925503871378, 1.647309820542766, 1.3404136742663324, 1.0950189318068109, 1.0369871297708002, 0.8925113317134876, 0.8333750683716756, 0.7706381222135099, 0.7407168840764249, 1.3959921216593614]",-3.2626190185546875,47.57078456878662,False
scipy,dual_annealing,10,16,nn_one_layer_michalewicz_10_16,3,"[2.121696292057072, 1.6472585532111221, 1.3404479755696403, 1.0946895483469152, 1.0369167604714722, 0.892458935783492, 0.8332856965207509, 0.7706356062074331, 0.7406981569938829, 1.3964330142448302]",-3.262655735015869,48.79220795631409,False
scipy,dual_annealing,10,16,nn_one_layer_michalewicz_10_16,4,"[2.121768551301752, 1.6473044791833926, 1.3400084555982161, 1.094732404417118, 1.03664899506186, 0.8926148476468745, 0.8333432508440204, 0.7708808516651011, 0.7407493942480241, 1.3963003303643582]",-3.2623095512390137,47.52286672592163,False
scipy,shgo,10,16,nn_one_layer_michalewicz_10_16,0,"[1.5707963267948966, 1.5707963267948966, 1.5707963267948966, 1.5707963267948966, 1.5707963267948966, 1.5707963267948966, 1.5707963267948966, 1.5707963267948966, 1.5707963267948966, 1.5707963267948966]",-1.7054084539413452,161.50534009933472,False
scipy,shgo,10,16,nn_one_layer_michalewicz_10_16,1,"[1.5707963267948966, 1.5707963267948966, 1.5707963267948966, 1.5707963267948966, 1.5707963267948966, 1.5707963267948966, 1.5707963267948966, 1.5707963267948966, 1.5707963267948966, 1.5707963267948966]",-1.7054084539413452,163.56725454330444,False
scipy,shgo,10,16,nn_one_layer_michalewicz_10_16,2,"[1.5707963267948966, 1.5707963267948966, 1.5707963267948966, 1.5707963267948966, 1.5707963267948966, 1.5707963267948966, 1.5707963267948966, 1.5707963267948966, 1.5707963267948966, 1.5707963267948966]",-1.7054084539413452,165.1240303516388,False
scipy,shgo,10,16,nn_one_layer_michalewicz_10_16,3,"[1.5707963267948966, 1.5707963267948966, 1.5707963267948966, 1.5707963267948966, 1.5707963267948966, 1.5707963267948966, 1.5707963267948966, 1.5707963267948966, 1.5707963267948966, 1.5707963267948966]",-1.7054084539413452,164.40780687332153,False
scipy,shgo,10,16,nn_one_layer_michalewicz_10_16,4,"[1.5707963267948966, 1.5707963267948966, 1.5707963267948966, 1.5707963267948966, 1.5707963267948966, 1.5707963267948966, 1.5707963267948966, 1.5707963267948966, 1.5707963267948966, 1.5707963267948966]",-1.7054084539413452,148.01228880882263,False
