function,solver,algorithm,dimension,seed,x,obj_val,time_elapsed,timeout_reached
Michalewicz,scipy,dual_annealing,50,0,"[2.201618227204814, 1.5705668333906555, 1.2843360937136428, 1.923177720841732, 1.7206220686958282, 1.5708143853600953, 1.454533764689815, 1.756043846170165, 1.6556862354131354, 1.570519630804446, 1.4977285656545254, 1.434151442025012, 1.6302562415495228, 1.5707595316334793, 1.5176639293370187, 1.4692636085335202, 1.4254909644536014, 1.5706848776513844, 1.348449094845109, 1.490269722239777, 1.6078005630198584, 1.5707979924967956, 1.5363057879549844, 1.5038910366037825, 1.4737907104553658, 1.5708025589076833, 1.541455826421826, 1.6259521192969286, 1.5977420881712172, 1.5709686542635461, 1.5453032018442103, 1.61911852942794, 1.5945318644917776, 1.4755283170623041, 1.636709812802211, 1.6138901801136054, 1.5920248117825881, 1.6514307008701543, 1.7058955449170172, 1.531044814605492, 1.5897822702120186, 1.570736890668254, 1.476556837560068, 1.534686019153611, 1.5881597557963882, 1.6376861739718631, 1.4848952549754868, 1.4692915380533682, 1.5219608259556106, 1.6323543197612693]",-49.546409606933594,60.599812269210815,False
Michalewicz,scipy,dual_annealing,50,1,"[2.202344725904169, 1.5705237151888163, 1.2855365856957501, 1.9230018861722709, 1.720433597439885, 1.5707254353512177, 1.4545073671748208, 1.7562005876413362, 1.6558753673151436, 1.5709710660976395, 1.497804738821226, 1.4340044439946684, 1.630145323684431, 1.5707889959462928, 1.5175949282284655, 1.6659996230445788, 1.6163991134923599, 1.5705907595061408, 1.5287879462318408, 1.6474653461024307, 1.6076548235572652, 1.4209321703596869, 1.5360722191394984, 1.6348970896898463, 1.6019654764021034, 1.5705832816036542, 1.5414309859156905, 1.6259522559020647, 1.5976242723966445, 1.3452376363523424, 1.5452420898600927, 1.5209068280637448, 1.497667375616487, 1.57075437604181, 1.6366848604946185, 1.5265117919763966, 1.591958806029, 1.5708740092944184, 1.6299627143185411, 1.531109527211159, 1.5122677796685053, 1.6438406924034883, 1.5524155334608878, 1.60607528412433, 1.5881792791542182, 1.4277187436432213, 1.4849970144737794, 1.5377443383821188, 1.521972927003563, 1.5707938564980104]",-49.5598030090332,71.25008153915405,False
Michalewicz,scipy,dual_annealing,50,2,"[2.202126843551964, 1.5703764537711864, 1.2852130010301028, 1.9229409731468357, 1.720371916404929, 1.5707293378427192, 1.4543135277676136, 1.7560173495625637, 1.6556609129031532, 1.5709118571927627, 1.4975711223611947, 1.4341227966857168, 1.6299984150324311, 1.5706930526781235, 1.517578105816746, 1.6659473269409384, 1.6162380945564276, 1.736436495634596, 1.6902789585251705, 1.6473431642182206, 1.4543446520550312, 1.571037816443555, 1.5362887559513743, 1.6348608467651342, 1.601915347859487, 1.5708920460974838, 1.5413687543107075, 1.6259536244908679, 1.4873806182793663, 1.6722674678820697, 1.5453140089288944, 1.5209063452781297, 1.59439007278002, 1.570732751588789, 1.5481302075772456, 1.5265224948001093, 1.5919939316184184, 1.5706064547488268, 1.6301349385685882, 1.6845117506682357, 1.5898993318941734, 1.7139553995364443, 1.5523779156775444, 1.6062382993771225, 1.4434411582985387, 1.6376943662253414, 1.554064987100694, 1.6031674304012347, 1.5867422528450188, 1.632516969969788]",-49.55670928955078,55.44820547103882,False
Michalewicz,scipy,dual_annealing,50,3,"[2.2032491838475057, 1.5708543764735339, 1.2847437828062187, 1.922975749751819, 1.7204497513707935, 1.571120608667476, 1.4541849361746175, 1.7560917939751413, 1.6557735468189838, 1.5706437439849577, 1.497596223403205, 1.6968783821729572, 1.6300961043283735, 1.5710636301401566, 1.720413982310827, 1.6660690570243641, 1.6163514241343622, 1.5705864687174014, 1.5289872988454514, 1.4901443237410215, 1.454306121541542, 1.5707530807295136, 1.6702760606497993, 1.5038880040893714, 1.6019899970323266, 1.5708851334509042, 1.5414997068113738, 1.6258973015934455, 1.5976937539185094, 1.570770635340672, 1.5452172378317712, 1.6191759285945997, 1.4976752082403548, 1.5709207029340906, 1.548235299851635, 1.526653814705754, 1.505745112596169, 1.651407245762476, 1.550606991749679, 1.448148135288477, 1.589807104339262, 1.5707814049825828, 1.5524671678511446, 1.6059091110119494, 1.5882096017874723, 1.5707815937678244, 1.4848446577942376, 1.6030292283225185, 1.6490230149430403, 1.5707741079548558]",-49.580101013183594,57.8764808177948,False
Michalewicz,scipy,dual_annealing,50,4,"[2.2015878012943864, 1.571534482335882, 1.2846254974506603, 1.9226882060588766, 1.7205502053497899, 1.5706185242972825, 1.4541923748142809, 1.7558879772716125, 1.6558085633295807, 1.570720171507923, 1.4976147479430928, 1.6966305679986498, 1.6301498030585808, 1.5708156904612691, 1.5176328013082774, 1.4692633508721684, 1.616312716512902, 1.5707323612118564, 1.5285709671363907, 1.6474318982854452, 1.6078237658613919, 1.4208650935964942, 1.536292450318573, 1.6349530950479298, 1.6018753165395871, 1.5715484472123595, 1.5414252465208262, 1.5136987071528605, 1.597580199373036, 1.570854885035553, 1.5452550395265696, 1.5209090374963523, 1.4977490255064314, 1.5708240858867075, 1.4543379324088095, 1.526575381242659, 1.5057418784079193, 1.5709505595350848, 1.5505746736345438, 1.4481701902731503, 1.5898529785734858, 1.4940290953714699, 1.6246724793715117, 1.5346005125520294, 1.5880414028187477, 1.5708472941153069, 1.6201970133168135, 1.537695639168482, 1.6488861482144275, 1.5707871933745627]",-49.58091735839844,55.49135899543762,False
Michalewicz,scipy,shgo,50,0,,,300.0790801048279,True
Michalewicz,scipy,shgo,50,1,,,300.1821427345276,True
Michalewicz,scipy,shgo,50,2,,,300.20831990242004,True
Michalewicz,scipy,shgo,50,3,,,300.1763608455658,True
Michalewicz,scipy,shgo,50,4,,,300.18001985549927,True
Ackley,gurobi,gurobi,100,0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.0348864616527441, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.2320000000000058, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.017999999999999662, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.03487651423355551, -0.017999999999999662]",1.0426660606028406,0.2941310405731201,False
Ackley,gurobi,gurobi,100,1,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.0348864616527441, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.2320000000000058, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.017999999999999662, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.03487651423355551, -0.017999999999999662]",1.0426660606028406,0.298814058303833,False
Ackley,gurobi,gurobi,100,2,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.0348864616527441, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.2320000000000058, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.017999999999999662, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.03487651423355551, -0.017999999999999662]",1.0426660606028406,0.281994104385376,False
Ackley,gurobi,gurobi,100,3,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.0348864616527441, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.2320000000000058, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.017999999999999662, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.03487651423355551, -0.017999999999999662]",1.0426660606028406,0.3160889148712158,False
Ackley,gurobi,gurobi,100,4,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.0348864616527441, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.2320000000000058, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.017999999999999662, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.03487651423355551, -0.017999999999999662]",1.0426660606028406,0.28479695320129395,False
Ackley,scipy,basinhopping,100,0,"[2.275478480457112, 15.130500654826477, 7.021707859928869, 0.9871386307145319, -9.908660147491878, 6.973744011222638, -3.3839676848698237, 25.80190309254922, 31.77015836109273, -7.074894420333205, 16.862039295840713, 1.60353761106991, 5.793465260483328, 27.85388543306702, -27.618074437236178, -29.0215257389638, -27.4499407186491, 24.369571048014485, 14.123649995914702, 23.63655984062404, 31.512675958753395, 19.327069188668847, -1.4904929060733088, 20.113188941205916, -25.839511198317865, 9.818646956734476, -27.226629011334175, 28.964513645541206, 1.6148767147447023, -3.7049592179421724, -15.842718532394757, 18.744807329528996, -5.714534684849584, 7.698903247677989, -32.00531230569314, 7.961823537616306, 6.05409044745263, 10.088298275880081, 29.017660292391447, 11.871729975445044, -11.07650620550973, -3.687508802585469, 10.064658819726025, -26.846501828926378, 13.16233508167506, 10.93903696380185, -20.083104856939368, -24.70062458816778, -12.239165808016434, -10.146832604107, 6.158154889614175, -2.2907798617589754, 29.271165525052815, -26.57496246201362, -22.663321578133196, -21.354630047693615, 9.756559430274006, -16.2448487379428, -0.286060784014485, -15.322460257568398, -23.98023590660159, -27.546821852555283, 8.94735706780537, -20.056330345112354, -19.186323087404997, -4.565403037429145, 21.408552079447734, -27.493577383885427, 23.81177656315258, -26.701071307806306, 32.21372541219842, -1.0585877745647672, 33.283272994979136, 5.655091846790712, 20.76116199849899, -27.65484998314282, -14.88991190926537, -22.81718240927736, -12.016664597433616, -23.395002765067247, -12.075553037260043, -4.674077987435727, -30.59535872985292, 10.83653451050496, 4.453665356405573, -12.991425333212879, 2.0669087662715295, -28.924103535066546, 4.840087796891768, 28.736770061754424, -13.260787501628347, 10.475701190036819, -24.477493034470953, 12.990019709753984, -11.27208124524899, -20.94172702013293, 0.5763692708569685, -32.63410839357435, 20.071891229329662, -32.999755201837615]",21.120792388916016,8.186057329177856,False
Ackley,scipy,basinhopping,100,1,"[-4.032290169881226, 12.719847313348662, -33.05877425730083, -15.825805155644215, -22.043055530265903, -27.223324580845198, -20.471660432675453, -10.45037504063887, -3.3132200268788927, 3.4421420681770076, -2.642595738730911, 11.794533657704173, -15.039820256983495, 24.174271595356995, -34.29104659224943, 11.779296982334692, -1.9546874827728724, 1.5206926798294222, -22.041412750149775, -19.972876573029023, 20.123840603438833, 27.419003136373064, -13.132020181637328, 8.142561181824234, 24.169087785306566, 24.85704112220094, -21.570334479931205, -29.77111336909281, -23.61387272724439, 25.871811606897914, -25.416049248926694, -2.9129089471197993, 30.966711784852656, 1.6275221970494242, 13.819810263041706, -11.822040645456623, 12.289629721740125, 25.19785877940116, -31.051279357135027, 17.693728623049683, 30.98901490864719, 16.357459835827303, -15.734524838345845, 21.381201815670003, -25.953724267129733, -3.0523771167286693, 25.977245363361266, -12.39262642712384, -13.236341946652052, -25.509968622053425, -33.92196108689839, 12.046151839591198, -19.424674124821752, -13.784074119277557, -3.1112047399186475, -27.272309598984233, 3.039537785474821, -25.136636719872136, 8.65977084337836, 12.27296617927817, -23.596387349114867, -6.088753955935644, 12.743705375215717, -1.0029004798018835, -31.214206640012343, -0.10169490690111027, 7.810771006369733, -1.1256953741402878, 30.180330867082976, 6.172922408251977, 25.831996057942238, -21.778098758717032, -27.918925445686643, 21.489374614310503, -2.8230180184042455, -23.226487123105876, 29.92983821723455, -8.115817915103783, 20.142242930268893, 12.209267544027405, 28.741527202431143, 10.714454000761005, 19.248821276193123, -13.926095460876224, -13.770060931342332, 26.672943313666593, -7.000651892474292, 30.015224337650682, 12.073615045480231, 9.197137596402452, -28.31102014427399, 29.313344234284763, -4.871922731043736, 7.4482596145975295, -6.202161296891758, -19.065447933725395, 24.79256367546663, 6.956192499608343, -37.0337247320797, 6.275121541746895]",21.06148910522461,8.41300654411316,False
Ackley,scipy,basinhopping,100,2,"[-4.029009634625594, -27.406746407591818, 3.3933151833225237, -5.0490009313401085, -5.427840647269868, -10.811176846031206, -15.642797991720546, 13.67355573951778, -13.22696303368815, -13.003443589584514, 2.9664994797162474, 2.331581041664248, -26.46018164718891, 3.8505575079674075, -19.225949651310795, 20.67713790682081, 22.117630790997723, -3.310030831764415, 20.86330880488312, -27.988047239274984, 2.87955331818923, -28.41756768412933, -7.272274690873679, -22.770462867832677, -24.972943088819502, 7.748817384831657, -14.80265807731303, -29.336506502721424, -20.217539145398025, -11.644957665196713, -1.8707839385940894, -19.07994531982705, 2.6920978388985706, -2.200052248198057, -2.0087000771934234, -2.932102689538883, 14.840058268710035, 3.8354076123213208, -18.610411105598203, 14.057456778822177, 30.17564808493249, 0.8858728947128223, 25.156002982489202, -17.88976805731315, 4.195236788496212, 0.7898179667425184, -10.200491901314571, 14.955498311431777, 1.4605419024906705, 31.822993552745086, 2.0483865866401754, -27.070349725509857, -13.566755830462975, 24.16387283824733, -8.82532888076665, -32.4808293820973, -19.815836121946713, -28.30121837042876, 37.95420597040026, 28.360110028998804, 19.701005710482896, 6.958933233855539, 15.577804818179567, -24.294345835431578, -14.592706227079784, 2.0377577541688563, -4.807717723599343, -28.46994941177824, 30.767370607727358, -11.262013593912306, 2.020272980827685, -14.354688116776574, -14.659938177000717, -9.661324838118913, 14.126145791950314, 14.907031566606712, -6.037191260613424, -27.99313346961444, 16.416969194381956, -14.610363975291916, 5.200028694979309, -32.28352036447464, 11.681970137843585, -8.328873338699184, -3.147254875207155, -4.152482141995045, -12.88520601084902, 4.918123635658743, 27.950707803843677, -25.644733259466587, -9.989086834430331, -27.940099203712876, 18.0836735492767, 8.82639322404651, -19.107277724064243, -4.269129889308821, 9.213100511521391, 6.176753495236753, -21.220087296834624, 25.107889477533618]",20.892837524414062,11.921934127807617,False
Ackley,scipy,basinhopping,100,3,"[3.7210520457751395, 12.262795027220633, -13.639836089209904, -0.015334341098932613, 25.54694789587838, 24.892822335252596, -25.316283874274532, -18.22636833336177, -28.175394696796026, -3.5793532421559084, -30.056541872866603, -2.894110578994981, 10.313604002480997, -16.835906516163384, 10.894584239762159, 4.9536594718912, -30.176281361982728, 4.158819189884487, -15.779340185217972, -5.698505124144922, -13.227767135205669, 12.565668920313119, -3.0007256541239005, -21.13378051989723, 4.082420318381825, 17.91106963669895, -12.568429368286122, -19.4973770341254, -8.002663055258692, 29.315368520911775, 32.09234262158012, 10.524340938976273, 27.282510891024895, 22.82866830450756, -6.971478658706011, -26.19078606269565, 10.460708631338433, 2.5639978324020203, -8.301358970846353, -19.1237015985295, -5.788372367725669, -2.9269393169095546, -15.314128873129173, -14.628896490352538, -2.764385267141365, 24.40219408304894, 5.799569278663086, -14.139621303602294, -15.12414103772866, -4.23851984092579, -21.592673214572766, -17.63707429353421, 1.9081833542539126, -27.094051544110297, -1.5263862133023585, -9.18630289899459, 15.306028132276815, 17.79866297903701, 13.152341899462758, 11.947317074009963, -8.075814192967819, 12.632834957734634, -10.334785177238004, 5.347731895417061, -12.713713761916683, -4.261291560323213, -26.62174137406967, -17.56471843002394, 31.678764241407688, -17.01523976842951, 12.047448059909673, 9.092331287998553, 12.876299884426713, -0.8803279773131139, 7.019773612353552, -28.853110225851093, -27.90561483951666, -18.947745094750942, -22.451783805965363, -27.00270789675527, -24.336293154970765, 4.943274617722252, -18.84908888978245, 30.03882231078812, 12.977066119313035, 1.2396369020031308, 13.151778526248497, -15.78198208982491, 30.002008336283993, 20.016457710960996, 13.756271532079163, -1.8588898511800678, 22.359162937785435, 15.185997811958979, 9.819784513192062, 25.750680666900596, 9.078557715677553, -8.213088433299008, 5.865178202542617, -16.753052145217783]",20.82579803466797,14.435031175613403,False
Ackley,scipy,basinhopping,100,4,"[31.446901781981918, 6.0226902653526775, 28.2141913821932, 16.813832037230032, 10.98620230884285, -17.975224004201923, 28.914483888392333, -32.08271106357782, -9.810858399077153, -7.575781597106082, 18.143011808019647, -17.301931591557082, 26.90687731076642, 25.785377644167916, -23.180111954864884, 5.119095891222846, -32.579030202424455, -12.45079208583129, -28.652532519460294, 31.32650426755184, -2.7169833465408275, 26.120602814688407, 19.041479613867395, 24.940645082835022, -20.739388682962655, -24.069910144110793, 4.5420204251211445, -20.628716330098996, 12.941583218847088, -7.886931337728484, 2.907830187596366, 25.30634134561844, 2.942673796625307, -21.0764422321184, -23.592241243335714, 5.040918154095052, 1.349193592068725, 10.03372490149979, -7.058301990190625, 11.853326299836766, -4.417671507906742, 7.120910062053961, 15.699668283671027, -22.54057878692844, -6.1583786341949365, 3.172338445747986, 10.29869272857787, -17.031223910856834, 2.6911489879318324, 10.965260050351333, 25.023325836547237, -15.621141247351526, 8.276321268125912, -17.835225149540303, -3.7441224947762484, -23.758098726375113, 29.681083368361946, -3.560652967920447, 21.571013556304944, -5.31414976127468, 26.88462114616597, 1.2541627495248882, -13.910735159805215, 7.303114061683861, 25.952839399351358, 23.923056491294385, 8.181503441228962, -28.098103593644804, 3.7201265203490985, -16.802921092536288, 12.683109630648001, 24.57315325178654, -0.383171709275271, 7.911668485853295, -30.746448941773238, 3.5566222175341, -17.03841501726309, 3.4119373766302203, -3.1334667618522425, 14.912558854291937, -26.694720917018444, -28.069601342882336, 12.798918042150701, -2.4522060645701993, 6.657507134872852, 20.14325960541418, -0.2621900725863726, 16.099688055632317, -0.0957547059445858, 31.24167651696302, 9.567682366649993, -19.24912634076461, -13.245601285156544, 24.213338719478163, -13.143976496229431, -13.386445512343526, 1.0471080274252178, -3.234735846239554, 6.402386842552419, -3.001138569035857]",20.946731567382812,12.725356340408325,False
Ackley,scipy,differential_evolution,100,0,"[22.22593582079329, -26.57932842153008, -19.475741455217545, -18.827972408152085, -6.942588942792849, -5.181158343644016, 5.2450368465929715, 8.405400600411209, 4.63819520274963, -0.36830853058590585, -4.392358455416438, -21.533211512588306, -20.058551218558023, -22.063737362877557, 27.393293464292118, -25.194347951970812, -7.724595823387172, 4.770521262086841, -0.9189071494407508, 22.37688834489825, 16.87743941613123, 11.118796334812286, -11.408788279732777, 6.784254203316538, -25.73389974835528, -30.990420895088413, 4.8880574564412385, 7.51871425142901, 3.7734301535124253, -14.40877605928424, 10.052963221770842, 18.034812711728154, -8.599279074909704, -21.14817988718237, -19.94771494550744, 28.90209689442662, -23.860076579093132, -7.1600787591745645, 18.11286247719767, 26.7341528508371, -3.191050413305253, -10.850503315564605, 12.344598741446985, 15.033612562243318, 19.58626744502465, -12.199408339093534, -17.939024252532793, 3.030602921946462, 32.64440263193698, -7.094397900786793, -20.57511886764741, -24.668227356010174, -23.020751206787725, -9.568276474932427, 4.260191970126398, 22.045912148548865, 1.1367986765187161, 25.07104058346067, 4.892508282762377, 10.234369797762492, 5.7820792121629205, 1.1021355782027822, -2.1785274920275697, -3.7425216104112407, -21.013334133701875, -23.93479121768472, 0.5619992218743137, 11.342352120502467, 13.99578305611502, -18.141616261198113, -26.270588389675147, -2.4853849307400013, -15.096835687410326, 16.259455043216782, 13.22928911391597, -10.177789527895147, 12.081567958900356, -1.234994462444287, -5.701713032302825, -10.249553098158875, -10.265552317409238, 11.533736902467135, 14.779424330772613, 9.302683457542203, -3.900757496532886, 19.60956745666231, -9.091871167693084, 21.187685318463032, 2.9580292828955352, -21.464794008185184, -8.825472994652028, 22.333584477660786, 7.614561071277786, 19.3407335490776, -20.230277098674218, 11.548919797361473, -24.898643101088428, -28.83160383701689, -5.663484901584594, 17.140997756609234]",20.78907012939453,5.654192209243774,False
Ackley,scipy,differential_evolution,100,1,"[-22.670457119497073, 28.82972857101368, -0.3374677628866484, 12.228378064158496, 8.561532098017757, 12.915689434228087, 5.018125484811717, 11.156101237515854, -0.37562421772164817, 4.538622001484051, -3.13112536777883, -1.1339760448305243, 22.24698613699603, 1.6850681175249775, -29.07369369634073, -15.137164818422596, -9.510351979327542, -13.208154751396389, -11.524115991355409, 7.38752467400644, 8.227182824728384, -8.086488470395743, -9.417118641811685, -9.30352560790383, -2.980854011798016, -0.9271687073639915, -21.124382670956518, 0.093611143356713, -16.882746301051753, -15.312224413811288, -16.73306399172967, 4.472151151942046, 2.4193738846739508, -9.29704780304106, -11.22648777667615, 8.49681443352184, -27.677874959152884, -4.833313372277538, -5.512477026325673, -15.89692423205312, -29.477300075264118, 18.63801073923816, -9.185959364499947, -0.3877245763717001, -1.6509420932400718, -9.058698661851366, 6.1526714160038685, 1.8514392099494945, -1.5407869296461723, 14.78453659754227, 15.641873808162455, 7.80373942706571, -12.52207949452939, 24.15156860690024, -18.44981549698834, 13.16798260930644, 17.593212775984206, -21.683576566932782, 5.633120521778838, 21.59537826981016, -31.111079562741107, -28.35581870194364, -1.4486670715613836, -9.224828288014272, 21.152987594194688, 13.276701708048735, -8.038895797457277, -11.77210551921733, -13.32405887859044, -5.931045856015633, 14.522848553537697, -24.39636994475461, 7.65787552956646, -17.774173546815227, -9.505096498080523, -3.685097491933768, 17.944665353845163, -7.448857857466959, -28.491363857893088, 5.387796546066405, -5.603733349803544, 23.76016260592553, -11.114765073420793, -12.772969794367025, -2.7223366065646517, -3.581643466390291, -10.770282476791719, -16.957974486669272, 29.931335439659932, 1.5841881513702392, 31.915000733210917, -21.173754963644825, 2.956466897579128, 3.9765961384526674, 3.8651338707791365, 14.215198180615065, 29.14902259265624, 14.467885049106023, 5.474032561229433, -28.926984099670864]",20.78287124633789,5.794319152832031,False
Ackley,scipy,differential_evolution,100,2,"[17.356910200617538, 13.594614377816855, 22.16880355862994, -1.8703548104322254, -18.094552554542275, -6.764602954677816, -9.456358926350182, 23.26071220065264, 21.42192981475228, 3.57806475261422, 24.345929286942294, -2.8366590354995713, 14.060250264827534, -4.2367875537288855, 4.891181278309319, 16.127916850677153, 6.149429189590767, -4.032608215462314, 14.07172154695647, 22.285409645593624, -5.85834871123725, -5.566453852338411, -22.49322527665695, 26.450826661928236, 2.991219139264649, 9.694389202457765, 6.477883377839593, -11.614837263476238, 20.924137529397356, -23.847940037946465, -5.5078000542379995, 11.324129941702486, 4.151371582938148, 6.5956191975559415, -5.247871826345465, 1.4823603314263456, -12.09445582608108, 11.919545079884498, 2.2791725841048756, 0.9596565116731945, 12.584391465070897, 17.872893704219116, 4.62697372337374, 6.8430546586881755, 11.151760465710518, 2.149806614454967, 22.89259720151865, 6.268666828284186, -14.792003182475023, -20.37974537902493, -6.548979158967832, 1.732187928002546, 5.260304989749449, 3.853200506038673, 14.165179348487458, -25.069250999242904, 27.729230723847955, -12.774450355185891, 11.364618212978268, 2.314705033270446, -4.045679593693683, -3.3015007475478706, -4.22625341149453, -18.752845478460753, -25.21751677417637, 29.422280709217464, -3.1221893761211468, -29.2407693294258, 12.702554142145571, -25.962809429751555, 4.742087612316311, 18.56415105820462, -0.329036985341867, 20.082757249539302, 11.258269891298463, -1.9173474525279017, 2.4069450755829096, -24.097935049236686, 15.98060240324965, 10.756747422309541, 0.05760460365955078, -6.086191514217502, 5.711342534440257, -3.253549344726602, 31.584233593742617, -4.275205027725446, 3.5964640134969232, -13.829245980557534, 9.708980417893821, -20.15202005968336, 12.891539103788949, 23.180872268231994, 1.71557128436325, -15.832587268483406, 12.405089726558035, -1.0182277669775577, 16.732133788413957, -15.021926356006723, -9.836393958041743, 2.4790348188114733]",20.485977172851562,5.627524137496948,False
